bodyId,type,type_lab,cluster,function,reference
10001,DNp01,DNp01,11,"escape takeoff, electrical","Lima 2005, Kennedy and Broadie 2018"
10010,DNp01,DNp01,11,"escape takeoff, electrical","Lima 2005, Kennedy and Broadie 2018"
10026,DNp18,DNp18,0,,
10030,pIP1,pIP1,0,,
10033,DNg56,DNg56,12,,
10038,pIP1,pIP1,0,,
10045,DNg100,DNg100,0,walking,Sapkal 2024
10048,DNp18,DNp18,0,,
10054,DNpe013,DNpe013,11,,
10056,DNg100,DNg100,0,walking,Sapkal 2024
10059,DNp20,DNp20,10,"flight (tuned to rotational flow fields), electrical","Suver , 2016"
10063,DNp27,DNp27,0,neuromodulatory,"Meiselman 2022 (im),Chen 2015 (im)"
10065,DNb05,DNb05,0,"fast locomotion (+ wing MNs), ipsiversive steering","Cande, J. 2018 & Yang 2023"
10068,DNp30,DNp30,11,feeding/hunger,Soderberg 2012
10069,AN07B004,AN07B004,10,,
10071,AN12B011,AN12B011,17,,
10087,ANXXX033,ANXXX033,3,,
10090,aSP22,aSP22,0,"courtship: proboscis extension, front leg reaching, abdomen bending",McKellar 2019
10091,DNpe042,DNpe042,12,,
10104,aSP22,aSP22,0,"courtship: proboscis extension, front leg reaching, abdomen bending",McKellar 2019
10106,DNp11,DNp11,0,escape_takeoff,Dombrovski 2023
10117,DNp02,DNp02,11,escape_takeoff,Dombrovski 2023
10118,DNb05,DNb05,0,"fast locomotion (+ wing MNs), ipsiversive steering","Cande, J. 2018 & Yang 2023"
10123,DNg30,DNg30,0,neuromodulatory,"ICLI, Jiang 2013 (im)"
10124,DNg105,DNg105,0,,
10131,DNg74_a,DNg74_a,0,,
10135,DNge031,DNge031,17,,
10141,DNg15,DNg15,5,,
10143,DNp30,DNp30,11,feeding/hunger,Soderberg 2012
10150,AN27X013,AN27X013,1,,
10151,DNge103,DNge103,0,,
10160,DNg90,DNg90,11,,
10162,DNp20,DNp20,10,"flight (tuned to rotational flow fields), electrical","Suver , 2016"
10163,DNge036,DNge036,17,,
10165,AN05B101,AN05B101,15,,
10177,DNg16,DNg16,0,,
10180,AN02A002,AN02A002,10,,
10192,DNg75,DNg75,0,walking,Sapkal 2024
10195,DNp29,DNp29,0,feeding/hunger,Krashes 2009
10197,DNp02,DNp02,11,escape_takeoff,Dombrovski 2023
10199,AN10B022,AN10B022,7,,
10213,DNge083,DNge083,0,,
10216,DNge037,DNge037,0,,
10218,DNg35,DNg35,3,,
10221,DNge037,DNge037,0,,
10223,DNpe056,DNpe056,0,,
10228,DNp06,DNp06,0,escape takeoff,Kim 2023
10234,DNp35,DNp35,0,escape takeoff,"Cheong, Eichler, Stürner 2024"
10236,DNg99,DNg99,5,,
10237,DNg30,DNg30,0,neuromodulatory,"ICLI, Jiang 2013 (im)"
10244,DNp55,DNp55,12,,
10245,DNp36,DNp36,0,song,"Yu 2010, Lillvis 2024"
10247,DNg74_a,DNg74_a,0,,
10249,DNp31,DNp31,11,,
10253,AN07B004,AN07B004,10,,
10259,DNp11,DNp11,0,escape_takeoff,Dombrovski 2023
10264,DNp31,DNp31,11,,
10274,DNg108,DNg108,0,,
10280,DNp47,DNp47,0,,
10281,DNg108,DNg108,0,,
10283,DNp103,DNp103,0,,
10286,DNpe053,DNpe053,16,,
10291,AN06B007,AN06B007,1,,
10295,DNg34,DNg34,16,octopamine,"Certel et al., 2010, Babski et al., 2024"
10296,DNge054,DNge054,12,,
10301,DNge050,DNge050,0,walking,Sapkal 2024
10304,DNge041,DNge041,11,,
10313,DNge031,DNge031,17,,
10336,DNg22,DNg22,16,"neuromodulatory, reproduction?",Song 2023 (im)
10341,DNp19,DNp19,10,,
10342,DNc02,DNc02,0,neuromodulatory,Martelli et al. 2017 (im)
10354,DNp73,DNp73,5,,
10360,DNa02,DNa02,0,turning during forwards walking,"Yang 2024, Rayshubskiy 2025"
10361,DNg40,DNg40,11,,
10366,DNp59,DNp59,0,,
10377,DNge054,DNge054,12,,
10379,DNa10,DNa10,11,,
10384,DNp63,DNp63,11,,
10388,DNp13,DNp13,16,song,"Wang 2020, Lillvis 2024"
10394,DNg98,DNg98,16,,
10411,DNb09,DNb09,11,,
10416,DNde002,DNde002,0,,
10417,DNp103,DNp103,0,,
10425,DNp10,DNp10,0,landing,Ache 2019
10433,DNp10,DNp10,0,landing,Ache 2019
10434,AN19B019,AN19B019,15,,
10440,DNg16,DNg16,0,,
10442,DNa01,DNa01,0,turning during forwards walking,Rayshubskiy 2025
10444,DNge035,DNge035,0,,
10446,DNp73,DNp73,5,,
10447,DNge138,DNge138,12,octopamine,Babski 2024
10449,DNpe025,DNpe025,0,,
10458,DNp13,DNp13,16,song,"Wang 2020, Lillvis 2024"
10460,DNa09,DNa09,10,,
10464,DNp08,DNp08,0,,
10469,DNbe001,DNbe001,11,,
10482,DNg35,DNg35,3,,
10499,DNge039,DNge039,17,,
10504,DNp62,DNp62,12,feeding/hunger,Soderberg 2012
10506,DNg37,DNg37,5,,
10512,ANXXX109,ANXXX109,6,,
10520,DNg74_b,DNg74_b,0,,
10527,DNpe017,DNpe017,11,,
10535,DNg37,DNg37,5,,
10536,DNg29,DNg29,5,,
10543,DNa16,DNa16,10,,
10544,DNg88,DNg88,12,,
10545,AN06B009,AN06B009,10,,
10548,DNg80,DNg80,16,,
10550,AN02A001,AN02A001,10,,
10552,DNp29,DNp29,0,feeding/hunger,Krashes 2009
10558,DNp35,DNp35,0,escape takeoff,"Cheong, Eichler, Stürner 2024"
10562,DNp26,DNp26,11,,
10575,DNde002,DNde002,0,,
10576,AN12B004,AN12B004,13,,
10577,DNg96,DNg96,12,,
10578,DNpe034,DNpe034,16,,
10580,DNp70,DNp70,12,,
10582,DNge040,DNge040,12,,
10584,DNp06,DNp06,0,escape takeoff,Kim 2023
10587,DNge011,DNge011,17,antennal grooming?,Hampel 2015
10589,DNp43,DNp43,0,,
10590,DNpe052,DNpe052,0,,
10592,AN08B012,AN08B012,3,,
10601,DNpe025,DNpe025,0,,
10620,AN08B007,AN08B007,3,,
10643,DNge059,DNge059,17,,
10649,DNp38,DNp38,0,,
10654,DNb01,DNb01,11,flight,Ros 2024
10662,DNge003,DNge003,17,,
10664,DNp33,DNp33,5,,
10668,DNge006,DNge006,10,,
10671,AN02A002,AN02A002,10,,
10672,DNae009,DNae009,11,,
10674,DNp59,DNp59,0,,
10676,DNg49,DNg49,9,,
10680,DNp48,DNp48,16,,
10686,DNge132,DNge132,5,,
10689,AN12B001,AN12B001,14,,
10692,AN05B101,AN05B101,15,,
10700,DNpe001,DNpe001,11,,
10703,DNge036,DNge036,17,,
10705,DNc02,DNc02,0,neuromodulatory,Martelli et al. 2017 (im)
10710,DNg102,DNg102,16,,
10711,DNb07,DNb07,11,,
10712,DNp36,DNp36,0,song,"Yu 2010, Lillvis 2024"
10713,DNp42,DNp42,0,walking?,Braun 2024?
10717,DNg93,DNg93,0,,
10724,DNp62,DNp62,12,feeding/hunger,Soderberg 2012
10727,DNpe002,DNpe002,11,,
10732,DNpe056,DNpe056,0,,
10734,DNg93,DNg93,0,,
10739,DNg24,DNg24,5,,
10740,DNge143,DNge143,9,,
10752,DNp03,DNp03,11,flight,Buchsbaum 2024
10759,DNb01,DNb01,11,flight,Ros 2024
10760,DNa01,DNa01,0,turning during forwards walking,Rayshubskiy 2025
10763,MDN,MDN,12,backwards walking,Bidaye 2014
10765,pMP2,pMP2,12,song,Lillvis 2024
10770,DNp23,DNp23,12,,
10775,AN01A089,AN01A089,6,,
10783,DNp09,DNp09,0,"defensive responses, forwards turning, halting ","Zacarias 2018, Bidaye 2020, Braun 2024?"
10797,AN12B001,AN12B001,14,,
10800,DNbe007,DNbe007,12,,
10805,DNb02,DNb02,10,steering,Braun 2024?
10810,DNp66,DNp66,12,,
10813,DNp43,DNp43,0,,
10822,DNge047,DNge047,1,,
10823,DNp48,DNp48,16,,
10833,DNge062,DNge062,17,,
10834,DNpe013,DNpe013,11,,
10837,DNa15,DNa15,10,flight,Ros 2024
10838,DNde005,DNde005,16,,
10840,AN19B017,AN19B017,10,,
10841,AN09B004,AN09B004,2,,
10842,CB0429,CB0429,12,,
10844,DNge053,DNge053,11,walking,Sapkal 2024
10846,DNge107,DNge107,10,,
10853,DNge049,DNge049,0,,
10856,DNge129,DNge129,12,,
10873,DNg39,DNg39,12,,
10884,DNa15,DNa15,10,flight,Ros 2024
10885,DNg88,DNg88,12,,
10888,DNb06,DNb06,11,steering,Yang 2024
10895,DNg90,DNg90,11,,
10922,AN08B010,AN08B010,14,,
10923,DNg40,DNg40,11,,
10924,DNa04,DNa04,10,,
10930,pMP2,pMP2,12,song,Lillvis 2024
10931,DNpe045,DNpe045,0,,
10952,DNge107,DNge107,10,,
10957,DNp69,DNp69,16,,
10959,DNg98,DNg98,16,,
10967,DNg70,DNg70,16,,
10968,DNp34,DNp34,0,,
10971,DNa11,DNa11,12,steering,Feng 2024
10975,DNa03,DNa03,10,steering,Feng 2024
10976,DNge146,DNge146,17,,
10979,DNge103,DNge103,0,,
10985,DNbe004,DNbe004,11,,
10989,DNp03,DNp03,11,flight,Buchsbaum 2024
10997,AN06B009,AN06B009,10,,
11002,DNae002,DNae002,10,,
11006,DNge129,DNge129,12,,
11011,AN07B018,AN07B018,1,,
11014,AN01A089,AN01A089,6,,
11020,DNp05,DNp05,11,escape takeoff,"Cheong, Eichler, Stürner 2024"
11028,DNb09,DNb09,11,,
11036,DNg80,DNg80,16,,
11048,DNge068,DNge068,17,,
11057,DNbe004,DNbe004,11,,
11063,DNge032,DNge032,0,,
11064,AN19B017,AN19B017,10,,
11065,DNp14,DNp14,0,reproduction?,Tomke
11066,DNa13,DNa13,0,,
11067,DNb06,DNb06,11,steering,Yang 2024
11072,DNp12,DNp12,16,,
11074,DNg13,DNg13,0,turning during forwards walking,Yang 2024
11075,DNg99,DNg99,5,,
11078,DNg96,DNg96,12,,
11088,DNp55,DNp55,12,,
11097,DNge067,DNge067,5,,
11098,DNg78,DNg78,9,,
11103,DNge141,DNge141,11,,
11111,DNbe003,DNbe003,11,,
11116,pIP10,pIP10,12,song,Lillvis 2024
11121,DNp52,DNp52,1,,
11127,DNge059,DNge059,17,,
11131,DNg70,DNg70,16,,
11133,DNp70,DNp70,12,,
11137,DNp04,DNp04,11,escape takeoff,Dombrovski 2023
11158,DNge026,DNge026,9,,
11159,DNp71,DNp71,0,,
11160,DNd02,DNd02,0,"walking related, slow locomotion, octopamine","Babski 2024, Cande, J. 2018"
11172,DNg32,DNg32,11,,
11173,DNg103,DNg103,4,,
11177,DNp09,DNp09,0,"defensive responses, forwards turning, halting ","Zacarias 2018, Bidaye 2020, Braun 2024?"
11179,DNge051,DNge051,17,,
11182,DNp101,DNp101,12,,
11198,DNg19,DNg19,1,,
11201,DNpe007,DNpe007,4,,
11204,DNp49,DNp49,0,,
11215,DNp15,DNp15,10,steering/walking,Erginkaya 2023 
11222,DNg111,DNg111,11,,
11223,DNg79,DNg79,11,,
11232,DNde003,DNde003,1,,
11233,DNa11,DNa11,12,steering,Feng 2024
11241,DNge143,DNge143,9,,
11246,DNbe006,DNbe006,12,,
11251,DNpe043,DNpe043,0,,
11256,DNge040,DNge040,12,,
11257,DNp45,DNp45,12,,
11258,DNd05,DNd05,0,,
11259,DNp68,DNp68,0,,
11261,DNp54,DNp54,12,,
11288,MDN,MDN,12,backwards walking,Bidaye 2014
11290,DNp66,DNp66,12,,
11297,DNbe003,DNbe003,11,,
11298,DNp49,DNp49,0,,
11302,DNg104,DNg104,12,octopamine,Babski 2024
11304,DNge042,DNge042,17,,
11310,DNge048,DNge048,0,,
11314,DNae003,DNae003,10,steering,Feng 2024
11332,MDN,MDN,12,backwards walking,Bidaye 2014
11334,DNpe045,DNpe045,0,,
11352,DNge027,DNge027,17,,
11365,DNbe007,DNbe007,12,,
11369,DNc01,DNc01,0,neuromodulatory,Martelli et al. 2017 (im)
11373,DNp102,DNp102,11,,
11374,DNg60,DNg60,17,halting,Sapkal 2024
11380,DNp14,DNp14,0,reproduction?,Tomke
11392,DNa08,DNa08,11,,
11410,DNpe023,DNpe023,1,,
11411,DNg31,DNg31,15,,
11420,DNge141,DNge141,11,,
11421,DNge048,DNge048,0,,
11422,ANXXX127,ANXXX127,1,,
11424,DNge026,DNge026,9,,
11425,CB0429,CB0429,12,,
11427,DNge101,DNge101,17,,
11431,AN05B102a,AN05B102a,4,pheromone,Kallman 2015
11438,DNp33,DNp33,5,,
11443,AN04B003,AN04B003,14,,
11458,DNge043,DNge043,11,,
11459,DNpe006,DNpe006,0,,
11466,DNge149,DNge149,0,octopamine,Babski 2024
11475,DNg27,DNg27,15,,
11479,DNb04,DNb04,10,,
11482,DNge065,DNge065,5,,
11486,DNd03,DNd03,0,"walking related,octopamine",Babski 2024
11491,DNde005,DNde005,16,,
11500,DNge043,DNge043,11,,
11502,DNge132,DNge132,5,,
11505,DNp54,DNp54,12,,
11508,AN02A001,AN02A001,10,,
11513,DNp07,DNp07,11,landing,Ache 2019
11527,DNg101,DNg101,12,,
11540,DNge152,DNge152,10,octopamine,Babski 2024
11554,DNp63,DNp63,11,,
11563,DNae001,DNae001,12,,
11568,ANXXX470,ANXXX470,4,taste,Kim 2017
11573,DNpe021,DNpe021,16,,
11575,DNge049,DNge049,0,,
11596,DNpe022,DNpe022,11,,
11598,DNg31,DNg31,15,,
11600,DNge084,DNge084,5,,
11604,AN05B004,AN05B004,16,,
11610,DNae007,DNae007,11,,
11613,DNp45,DNp45,12,,
11614,DNpe032,DNpe032,11,,
11616,ANXXX106,ANXXX106,6,,
11625,DNae005,DNae005,11,,
11632,DNpe052,DNpe052,0,,
11647,DNpe006,DNpe006,0,,
11653,DNg27,DNg27,15,,
11657,DNpe005,DNpe005,11,,
11662,DNp24,DNp24,15,,
11674,DNp68,DNp68,0,,
11676,DNg26,DNg26,15,terminate mating,Gautham 2024
11687,DNpe031,DNpe031,0,,
11693,DNd03,DNd03,0,"walking related,octopamine",Babski 2024
11704,DNp07,DNp07,11,landing,Ache 2019
11706,DNg111,DNg111,11,,
11713,DNg101,DNg101,12,,
11724,DNp64,DNp64,16,,
11733,AN08B018,AN08B018,13,,
11737,DNge073,DNge073,0,,
11739,DNde007,DNde007,12,,
11742,DNp104,DNp104,12,,
11765,DNge142,DNge142,16,neuromodulatory,Mollá-Albaladejo 2024
11770,DNae010,DNae010,10,,
11796,AN10B005,AN10B005,13,rest (leg proprioceptive),Chen 2023
11797,DNge041,DNge041,11,,
11814,DNa04,DNa04,10,,
11820,DNge123,DNge123,1,,
11821,DNge075,DNge075,2,,
11822,AN08B018,AN08B018,13,,
11830,DNa05,DNa05,10,flight,"Cheong, Eichler, Stürner 2024"
11846,DNp102,DNp102,11,,
11851,,na_1,16,,
11859,DNpe050,DNpe050,12,,
11867,AN08B018,AN08B018,13,,
11869,AN19A038,AN19A038,17,,
11872,DNp22,DNp22,10,ocellar,
11876,DNae003,DNae003,10,steering,Feng 2024
11881,DNge023,DNge023,4,,
11889,DNge065,DNge065,5,,
11916,DNbe005,DNbe005,10,,
11931,DNd04,DNd04,16,,
11944,DNpe026,DNpe026,12,,
11948,DNge142,DNge142,16,neuromodulatory,Mollá-Albaladejo 2024
11951,DNg38,DNg38,4,,
11955,DNae010,DNae010,10,,
11961,DNp57,DNp57,11,,
11965,DNge053,DNge053,11,walking,Sapkal 2024
11970,DNge042,DNge042,17,,
11976,AN27X017,AN27X017,17,,
11986,DNge018,DNge018,9,,
11998,AN09B017f,AN09B017f,4,pheromone,Clowney 2015
12000,DNge099,DNge099,1,,
12027,DNp101,DNp101,12,,
12030,DNg91,DNg91,10,,
12035,AN17A008,AN17A008,17,,
12038,DNg38,DNg38,4,,
12039,DNge135,DNge135,15,,
12043,DNg102,DNg102,16,,
12044,DNb08,DNb08,11,,
12069,DNp15,DNp15,10,steering/walking,Erginkaya 2023 
12075,DNb08,DNb08,11,,
12085,DNge136,DNge136,16,,
12089,DNde006,DNde006,1,,
12092,DNge027,DNge027,17,,
12102,DNp38,DNp38,0,,
12133,DNbe005,DNbe005,10,,
12134,DNp58,DNp58,16,,
12136,DNg102,DNg102,16,,
12143,AN01A055,AN01A055,6,,
12151,DNge138,DNge138,12,octopamine,Babski 2024
12154,AN12B004,AN12B004,13,,
12169,DNg87,DNg87,5,,
12170,DNge044,DNge044,17,,
12175,DNge099,DNge099,1,,
12177,DNpe050,DNpe050,12,,
12179,DNpe031,DNpe031,0,,
12188,DNg84,DNg84,5,,
12189,DNb08,DNb08,11,,
12198,AN17B013,AN17B013,7,,
12210,DNg68,DNg68,16,,
12214,DNg109,DNg109,12,,
12218,DNpe031,DNpe031,0,,
12219,DNg48,DNg48,5,,
12222,DNpe031,DNpe031,0,,
12223,DNpe027,DNpe027,11,,
12224,DNg14,DNg14,15,abdominal movement,Braun 2024?
12238,DNg32,DNg32,11,,
12239,DNbe002,DNbe002,0,,
12249,DNg104,DNg104,12,octopamine,Babski 2024
12256,DNge056,DNge056,17,,
12266,DNg43,DNg43,0,,
12286,AN05B102a,AN05B102a,4,pheromone,Kallman 2015
12299,DNg68,DNg68,16,,
12306,DNp22,DNp22,10,ocellar,
12307,DNg59,DNg59,5,,
12325,DNp67,DNp67,12,,
12335,AN06B007,AN06B007,1,,
12348,MDN,MDN,12,backwards walking,Bidaye 2014
12362,DNpe055,DNpe055,11,,
12364,DNge080,DNge080,17,,
12374,DNge140,DNge140,12,,
12378,DNge007,DNge007,1,,
12386,DNg84,DNg84,5,,
12389,DNp60,DNp60,12,,
12393,DNge001,DNge001,17,,
12394,DNge148,DNge148,9,,
12398,AN27X013,AN27X013,1,,
12405,DNge150,DNge150,16,octopamine,Babski 2024
12407,DNge136,DNge136,16,,
12421,DNpe055,DNpe055,11,,
12422,DNge100,DNge100,17,,
12435,DNp67,DNp67,12,,
12443,DNbe002,DNbe002,0,,
12447,DNge124,DNge124,12,,
12451,DNge128,DNge128,5,,
12453,DNg50,DNg50,16,,
12457,AN01B002,AN01B002,3,,
12465,DNg48,DNg48,5,,
12469,AN08B018,AN08B018,13,,
12470,DNge056,DNge056,17,,
12480,DNg26,DNg26,15,terminate mating,Gautham 2024
12484,DNge067,DNge067,5,,
12485,DNge125,DNge125,9,,
12490,DNd04,DNd04,16,,
12492,DNg78,DNg78,9,,
12493,DNge060,DNge060,1,,
12512,DNge010,DNge010,1,,
12516,DNge047,DNge047,1,,
12520,DNge028,DNge028,17,,
12536,AN08B018,AN08B018,13,,
12539,AN12B004,AN12B004,13,,
12548,AN05B097,AN05B097,15,,
12550,DNb08,DNb08,11,,
12559,AN06B014,AN06B014,9,,
12581,DNge069,DNge069,1,,
12583,DNg87,DNg87,5,,
12587,DNge004,DNge004,9,,
12590,DNg22,DNg22,16,"neuromodulatory, reproduction?",Song 2023 (im)
12597,AN27X021,AN27X021,4,,
12601,DNge122,DNge122,3,,
12610,DNg102,DNg102,16,,
12619,DNge007,DNge007,1,,
12620,DNp44,DNp44,0,,
12621,DNg56,DNg56,12,,
12622,DNge022,DNge022,17,,
12628,DNpe042,DNpe042,12,,
12635,DNg19,DNg19,1,,
12647,DNge125,DNge125,9,,
12665,DNg26,DNg26,15,terminate mating,Gautham 2024
12670,DNg71,DNg71,10,,
12673,AN06B011,AN06B011,13,walking,Fujiwara 2022
12675,DNg103,DNg103,4,,
12687,DNge113,DNge113,9,,
12700,AN06B011,AN06B011,13,walking,Fujiwara 2022
12705,DNge123,DNge123,1,,
12707,DNpe043,DNpe043,0,,
12714,DNb07,DNb07,11,,
12743,DNge101,DNge101,17,,
12750,DNge136,DNge136,16,,
12752,DNge080,DNge080,17,,
12753,DNpe003,DNpe003,11,,
12762,DNp41,DNp41,11,,
12767,DNb02,DNb02,10,steering,Braun 2024?
12770,AN12B004,AN12B004,13,,
12771,DNge135,DNge135,15,,
12772,AN08B018,AN08B018,13,,
12775,DNg26,DNg26,15,terminate mating,Gautham 2024
12781,DNge104,DNge104,3,,
12787,DNge033,DNge033,9,,
12788,DNae004,DNae004,8,,
12794,DNg44,DNg44,12,,
12801,DNa05,DNa05,10,flight,"Cheong, Eichler, Stürner 2024"
12818,DNge002,DNge002,9,,
12821,DNg54,DNg54,17,,
12831,DNpe030,DNpe030,4,,
12843,DNpe049,DNpe049,4,,
12850,DNge070,DNge070,9,,
12860,DNg44,DNg44,12,,
12868,ANXXX027,ANXXX027,3,,
12869,DNge098,DNge098,17,,
12874,DNde001,DNde001,0,,
12885,DNpe020,DNpe020,12,,
12886,DNg54,DNg54,17,,
12894,DNge011,DNge011,17,antennal grooming?,Hampel 2015
12897,ANXXX120,ANXXX120,13,,
12914,AN19A038,AN19A038,17,,
12933,AN08B014,AN08B014,1,,
12941,DNge137,DNge137,15,,
12944,DNpe001,DNpe001,11,,
12976,AN05B007,AN05B007,17,,
12982,DNg91,DNg91,10,,
12995,DNde003,DNde003,1,,
12996,AN19B036,AN19B036,14,,
13006,DNge076,DNge076,17,,
13008,DNge140,DNge140,12,,
13022,DNge139,DNge139,16,,
13026,AN08B014,AN08B014,1,,
13030,DNge006,DNge006,10,,
13034,DNg95,DNg95,0,,
13041,ANXXX027,ANXXX027,3,,
13045,DNge086,DNge086,9,,
13047,DNge133,DNge133,5,,
13061,AN08B032,AN08B032,2,,
13065,DNge084,DNge084,5,,
13092,DNp60,DNp60,12,,
13096,DNge018,DNge018,9,,
13104,DNpe030,DNpe030,4,,
13130,DNg105,DNg105,0,,
13133,DNge088,DNge088,10,,
13135,DNge122,DNge122,3,,
13137,AN03A008,AN03A008,1,,
13166,AN08B012,AN08B012,3,,
13176,DNg85,DNg85,5,,
13178,DNge039,DNge039,17,,
13181,ANXXX027,ANXXX027,3,,
13186,DNge028,DNge028,17,,
13188,DNg81,DNg81,9,,
13189,AN08B018,AN08B018,13,,
13212,DNp53,DNp53,10,,
13218,DNg95,DNg95,0,,
13229,DNg41,DNg41,10,,
13245,DNp46,DNp46,12,,
13249,DNpe034,DNpe034,16,,
13254,"DNp51,DNpe019","DNp51,DNpe019",10,,
13257,DNp25,DNp25,15,,
13268,DNg52,DNg52,10,,
13277,DNg86,DNg86,10,,
13278,DNge076,DNge076,17,,
13295,DNge033,DNge033,9,,
13317,DNg33,DNg33,16,,
13337,AN08B020,AN08B020,1,,
13341,AN09B017e,AN09B017e,4,pheromone,Clowney 2015
13348,DNg20,DNg20,5,,
13364,DNge022,DNge022,17,,
13366,DNde001,DNde001,0,,
13377,DNg86,DNg86,10,,
13378,ANXXX057,ANXXX057,2,,
13381,ANXXX027,ANXXX027,3,,
13399,ANXXX093,ANXXX093,4,,
13403,DNp21,DNp21,16,,
13410,DNa14,DNa14,0,,
13432,DNg66,DNg66,16,octopamine,Babski 2024
13442,DNg33,DNg33,16,,
13443,DNge096,DNge096,17,,
13444,DNg51,DNg51,6,,
13445,DNge046,DNge046,13,,
13465,ANXXX102,ANXXX102,1,,
13471,ANXXX068,ANXXX068,9,,
13489,AN08B018,AN08B018,13,,
13492,DNge019,DNge019,17,,
13499,DNge106,DNge106,1,,
13503,AN12B017,AN12B017,14,,
13507,DNg51,DNg51,6,,
13508,DNg17,DNg17,17,,
13509,DNa08,DNa08,11,,
13514,DNae008,DNae008,11,,
13525,DNge096,DNge096,17,,
13527,ANXXX027,ANXXX027,3,,
13538,AN03A008,AN03A008,1,,
13539,,na_2,6,,
13552,AN07B018,AN07B018,1,,
13568,DNg41,DNg41,10,,
13570,DNge063,DNge063,0,,
13578,ANXXX109,ANXXX109,6,,
13580,ANXXX027,ANXXX027,3,,
13585,DNg34,DNg34,16,octopamine,"Certel et al., 2010, Babski et al., 2024"
13586,DNpe049,DNpe049,4,,
13615,DNbe006,DNbe006,12,,
13622,DNg73,DNg73,9,,
13624,DNg62,DNg62,17,antennal grooming,"Braun 2024?, Hampel 2015"
13625,DNge137,DNge137,15,,
13627,DNge082,DNge082,12,,
13633,DNg43,DNg43,0,,
13638,DNge002,DNge002,9,,
13649,DNg79,DNg79,11,,
13652,DNge038,DNge038,12,,
13656,AN04B003,AN04B003,14,,
13657,AN12B019,AN12B019,14,,
13685,DNge008,DNge008,6,,
13693,AN09B017e,AN09B017e,4,pheromone,Clowney 2015
13700,DNg51,DNg51,6,,
13714,ANXXX057,ANXXX057,2,,
13734,ANXXX102,ANXXX102,1,,
13743,DNg51,DNg51,6,,
13745,DNpe035,DNpe035,15,,
13758,AN06B040,AN06B040,9,,
13759,DNge010,DNge010,1,,
13771,AN06B004,AN06B004,1,,
13780,AN19B036,AN19B036,14,,
13785,AN09B004,AN09B004,2,,
13792,AN12B019,AN12B019,14,,
13795,DNge100,DNge100,17,,
13803,DNg61,DNg61,17,,
13805,DNg97,DNg97,0,walking,Sapkal 2024
13815,DNpe026,DNpe026,12,,
13826,DNge137,DNge137,15,,
13827,AN08B018,AN08B018,13,,
13833,ANXXX120,ANXXX120,13,,
13845,AN17A026,AN17A026,3,backwards walking,Sen 2019
13852,DNge069,DNge069,1,,
13854,DNg89,DNg89,9,,
13857,DNge139,DNge139,16,,
13873,DNa14,DNa14,0,,
13878,AN17B008,AN17B008,6,,
13883,AN17B005,AN17B005,14,,
13888,DNge172,DNge172,16,reproduction,Braun 2024??
13891,DNg106,DNg106,5,,
13901,AN27X015,AN27X015,14,,
13922,DNb02,DNb02,10,steering,Braun 2024?
13929,AN08B018,AN08B018,13,,
13952,DNg63,DNg63,12,,
13964,,na_3,4,,
13978,DNg79,DNg79,11,,
13994,DNge172,DNge172,16,reproduction,Braun 2024??
13996,DNge131,DNge131,1,,
